,record,sexe,age,NAISS,LANGUE,MINO,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q2r7,Q2r8,Q42,Q46,Q47,Q47B,Q52r1,Q52r2,Q52r3,Q52r4,Q52r5,Q52r6,Q52r7,Q52r8,Q52r9
1516,2674,Une femme,De 35 à 44 ans,Non,Je préfère ne pas répondre,Oui,4,4,4,4,2,2,2,2,3,1,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1517,2707,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,4,2,2,2,2,4,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1518,2709,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,5,5,5,5,4,4,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
1519,2710,Une femme,De 18 à 24 ans,Oui,Français,Non,5,4,5,5,4,3,4,4,5,4,5,2,Oui,Non,Non,Non,Non,Non,Oui,Oui,Non
1520,2711,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,1,1,2,1,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1521,2712,Une femme,De 35 à 44 ans,Non,Espagnol,Non,4,3,3,2,1,1,1,1,4,4,4,2,Non,Oui,Non,Je ne sais pas,Non,Non,Non,Je préfère ne pas répondre,Oui
1522,2713,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,3,2,3,3,4,4,5,2,Oui,Non,Non,Non,Oui,Non,Oui,Non,Non
1523,2714,Une femme,De 35 à 44 ans,Non,Espagnol,Oui,5,5,5,5,5,5,5,5,5,5,3,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
1524,2715,Un homme,De 18 à 24 ans,Non,Arabe,Oui,4,3,4,3,5,5,5,5,4,4,2,1,Non,Oui,Je ne sais pas,Non,Non,Non,Oui,Non,Oui
1525,2716,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,3,4,4,5,5,3,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1526,2717,Un homme,De 18 à 24 ans,Non,Créole,Oui,5,5,5,5,5,4,4,5,5,5,1,2,Non,Non,Oui,Non,Non,Non,Non,Non,Non
1527,2718,Une femme,De 35 à 44 ans,Non,Je préfère ne pas répondre,Oui,5,5,5,5,3,2,3,3,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1528,2719,Une femme,De 25 à 34 ans,Oui,Français,Oui,3,3,3,3,3,3,3,3,5,2,3,2,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui
1529,2720,Un homme,De 45 à 54 ans,Non,Espagnol,Oui,5,4,5,4,4,4,4,3,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1530,2721,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,2,3,2,3,1,4,1,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non
1531,2722,Une femme,De 35 à 44 ans,Non,Arabe,Oui,5,5,5,5,3,3,3,3,5,4,4,2,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non
1532,2723,Un homme,De 18 à 24 ans,Non,Russe,Non,5,5,5,5,5,5,5,5,5,5,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1533,2724,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,3,4,3,3,3,4,2,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1534,2725,Une femme,De 35 à 44 ans,Oui,Français,Oui,5,5,5,5,2,2,4,3,5,5,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1535,2726,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,3,5,4,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1536,2727,Un homme,De 35 à 44 ans,Non,Arabe,Oui,5,5,5,4,5,5,5,4,5,4,2,2,Non,Je ne sais pas,Non,Non,Non,Non,Non,Non,Non
1537,2728,Une femme,De 25 à 34 ans,Non,Anglais,Non,3,3,3,3,5,5,5,5,2,2,4,2,Oui,Non,Non,Non,Non,Non,Non,Non,Oui
1538,2729,Un homme,De 18 à 24 ans,Non,Anglais,Non,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1539,2730,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,3,3,3,3,1,5,5,2,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui
1540,2731,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,4,4,3,3,2,5,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1541,2732,Un homme,De 25 à 34 ans,Non,Je préfère ne pas répondre,Non,5,5,4,4,5,5,5,5,5,5,1,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1542,2733,Un homme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,4,4,2,Oui,Oui,Non,Oui,Non,Non,Non,Non,Oui
1543,2734,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,2,1,1,1,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1544,2735,Un homme,De 25 à 34 ans,Non,Portugais,Non,5,5,5,5,4,4,4,4,5,5,1,2,Non,Non,Non,Non,Non,Non,Oui,Non,Non
1545,2736,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,4,3,3,3,5,2,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1546,2738,Une femme,De 35 à 44 ans,Non,Arabe,Oui,5,5,5,5,3,3,3,2,5,5,4,2,Non,Non,Non,Non,Oui,Non,Non,Non,Non
1547,2739,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,3,5,2,4,2,Non,Oui,Non,Non,Non,Non,Non,Oui,Oui
1548,2740,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,3,5,5,5,5,4,4,1,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1549,2742,Un homme,De 35 à 44 ans,Oui,Français,Oui,5,5,5,5,4,3,4,3,2,4,4,2,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
1550,2743,Un homme,De 45 à 54 ans,Non,Je préfère ne pas répondre,Oui,5,5,5,5,4,4,4,3,4,4,3,2,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui
1551,2744,Une femme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,3,3,3,3,4,4,5,1,Non,Non,Non,Non,Je ne sais pas,Non,Non,Non,Oui
1553,2747,Un homme,De 65 à 74 ans,Non,Français,Oui,5,5,5,5,3,3,4,4,5,4,3,1,Non,Je ne sais pas,Oui,Je ne sais pas,Non,Non,Non,Non,Non
1554,2748,Une femme,De 25 à 34 ans,Non,kabyle,Non,5,5,5,5,4,4,4,4,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1555,2749,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,3,2,2,2,5,2,4,2,Je ne sais pas,Je ne sais pas,Oui,Non,Oui,Je ne sais pas,Je préfère ne pas répondre,Non,Non
1556,2750,Une femme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,3,3,3,3,5,2,4,3,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui
1557,2751,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,5,4,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Non
1558,2752,Un homme,De 45 à 54 ans,Non,Punu,Oui,5,5,5,5,3,4,4,4,3,2,1,3,Non,Je ne sais pas,Je ne sais pas,Non,Je ne sais pas,Non,Oui,Non,Je ne sais pas
1559,2754,Une femme,De 25 à 34 ans,Non,Français,Je préfère ne pas répondre,3,2,4,1,2,1,2,1,2,1,5,3,Non,Non,Non,Non,Oui,Oui,Non,Non,Non
1560,2755,Un homme,De 18 à 24 ans,Non,Anglais,Non,3,2,2,1,5,5,5,5,4,2,4,3,Non,Oui,Non,Je ne sais pas,Oui,Oui,Je préfère ne pas répondre,Non,Oui
1561,2756,Une femme,De 25 à 34 ans,Non,Arabe,Oui,5,5,5,5,4,4,5,4,2,2,2,1,Non,Oui,Oui,Oui,Je ne sais pas,Non,Je ne sais pas,Non,Oui
1562,2757,Un homme,De 55 à 64 ans,Non,Espagnol,Non,5,4,5,4,4,4,4,4,4,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1563,2759,Une femme,De 35 à 44 ans,Non,Français,Non,4,4,4,4,3,3,3,3,5,4,4,2,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui
1564,2761,Une femme,De 35 à 44 ans,Non,Espagnol,Non,4,4,4,4,4,3,4,3,4,5,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1565,2762,Une femme,De 35 à 44 ans,Non,Français,Non,4,4,4,4,3,3,3,3,4,2,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1566,2763,Un homme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,3,3,3,3,4,4,4,3,Non,Non,Non,Non,Je ne sais pas,Non,Non,Non,Non
1569,2766,Un homme,De 25 à 34 ans,Oui,Anglais,Oui,4,4,3,3,4,4,4,4,4,2,4,3,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui
1570,2767,Une femme,De 18 à 24 ans,Non,Français,Non,5,5,5,5,5,5,5,5,2,2,4,2,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui
1571,2768,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,4,4,4,5,4,2,3,2,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui
1572,2769,Une femme,De 35 à 44 ans,Non,Anglais,Non,3,3,3,2,5,5,5,5,5,2,2,2,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre,Je préfère ne pas répondre
1574,2775,Un homme,De 55 à 64 ans,Non,Français,Oui,3,4,5,4,4,3,4,3,5,5,3,1,Non,Non,Oui,Non,Non,Non,Non,Non,Non
1575,2776,Une femme,De 25 à 34 ans,Oui,Français,Non,4,4,4,4,5,5,5,5,5,1,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1576,2777,Une femme,De 25 à 34 ans,Non,Anglais,Non,3,2,3,2,5,5,5,5,5,2,4,1,Oui,Non,Non,Non,Non,Oui,Non,Non,Non
1577,2778,Une femme,De 25 à 34 ans,Oui,Anglais,Non,5,5,5,5,5,5,5,5,2,2,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1578,2779,Une femme,De 35 à 44 ans,Non,Arabe et français,Oui,3,3,3,3,3,4,3,3,5,5,4,2,Non,Je préfère ne pas répondre,Je préfère ne pas répondre,Non,Je préfère ne pas répondre,Non,Non,Non,Je préfère ne pas répondre
1579,2781,Une femme,De 55 à 64 ans,Oui,Français,Non,5,5,5,4,3,2,3,2,5,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
1580,2783,Un homme,De 35 à 44 ans,Non,Espagnol,Non,5,5,5,4,3,3,3,3,5,4,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1581,2784,Une femme,De 25 à 34 ans,Non,Moore,Oui,5,5,5,5,3,3,4,3,5,4,3,1,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
1582,2785,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,5,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
1583,2786,Une femme,De 25 à 34 ans,Non,Mandarin,Non,2,2,2,2,5,4,4,4,4,4,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1584,2787,Une femme,De 25 à 34 ans,Oui,Français,Non,5,5,5,5,4,3,4,3,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1585,2788,Un homme,De 35 à 44 ans,Non,Portugais,Oui,5,4,4,4,4,3,4,3,4,5,2,4,Non,Non,Non,Non,Non,Oui,Non,Non,Non
1586,2789,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,4,5,5,5,3,5,4,4,3,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non
1587,2790,Une femme,De 25 à 34 ans,Non,Arabe,Oui,4,3,4,4,3,2,4,4,4,5,5,4,Non,Non,Non,Non,Oui,Non,Non,Non,Non
1588,2791,Un homme,De 25 à 34 ans,Non,Hongrois,Non,3,3,3,3,5,5,5,5,5,2,2,3,Je ne sais pas,Oui,Non,Non,Non,Oui,Non,Non,Je préfère ne pas répondre
1589,2792,Un homme,De 25 à 34 ans,Non,kabyle,Non,5,5,5,5,3,3,4,3,5,5,3,2,Non,Oui,Non,Je ne sais pas,Je ne sais pas,Non,Non,Non,Je ne sais pas
1590,2793,Un homme,De 18 à 24 ans,Oui,Français,Oui,5,4,5,4,5,4,5,4,4,2,1,4,Non,Non,Non,Non,Non,Non,Non,Non,Non
1591,2794,Une femme,De 25 à 34 ans,Non,Espagnol,Non,1,1,1,1,3,3,3,3,4,4,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1593,2796,Un homme,De 35 à 44 ans,Non,Portugais,Non,2,2,2,2,4,4,4,4,2,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1594,2797,Un homme,De 25 à 34 ans,Non,Français,Oui,5,5,5,5,5,5,5,5,5,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1595,2798,Une femme,De 35 à 44 ans,Non,Hongrois,Non,5,5,5,5,5,5,5,5,5,4,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1596,2799,Un homme,De 35 à 44 ans,Non,Khmer,Oui,5,5,5,5,4,4,4,4,4,1,2,1,Non,Je ne sais pas,Je ne sais pas,Non,Non,Non,Non,Non,Non
1597,2801,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,5,3,5,5,5,5,3,2,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas,Oui,Je ne sais pas,Je ne sais pas,Je ne sais pas,Je ne sais pas
1599,2806,Un homme,De 45 à 54 ans,Oui,Anglais,Non,3,2,3,3,5,5,5,5,5,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1601,2808,Un homme,De 25 à 34 ans,Non,Espagnol,Non,5,4,5,3,5,5,5,5,5,2,4,8,Non,Non,Non,Non,Non,Non,Non,Non,Non
1602,2809,Un homme,De 55 à 64 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1603,2810,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,5,5,4,5,5,5,5,2,2,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
1604,2811,Un homme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,4,4,4,4,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1605,2812,Une femme,De 25 à 34 ans,Non,Je préfère ne pas répondre,Non,3,3,3,3,5,4,5,5,3,2,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas
1606,2813,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,3,3,3,3,4,4,4,3,Non,Oui,Non,Oui,Non,Non,Je ne sais pas,Non,Oui
1607,2814,Une femme,De 25 à 34 ans,Oui,Anglais,Non,3,3,3,3,5,5,5,5,3,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1608,2815,Une femme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,2,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1609,2816,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,2,2,2,2,5,5,4,2,Non,Non,Non,Non,Oui,Non,Non,Non,Non
1610,2817,Une femme,De 35 à 44 ans,Non,Français,Je préfère ne pas répondre,4,4,4,4,2,2,2,2,4,4,2,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1611,2818,Une femme,De 35 à 44 ans,Non,Arabe,Non,4,4,5,5,4,4,4,4,5,4,4,4,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui
1612,2819,Une femme,De 35 à 44 ans,Non,Espagnol,Je préfère ne pas répondre,4,3,5,3,1,2,3,1,1,5,4,3,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui
1613,2820,Une femme,De 18 à 24 ans,Oui,Français,Oui,5,5,5,4,5,2,5,3,4,5,4,2,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non
1614,2821,Une femme,De 45 à 54 ans,Oui,Français,Je préfère ne pas répondre,3,3,3,3,2,2,1,2,5,5,3,2,Non,Je préfère ne pas répondre,Non,Je préfère ne pas répondre,Non,Non,Je préfère ne pas répondre,Je préfère ne pas répondre,Non
1615,2823,Un homme,De 25 à 34 ans,Oui,Anglais,Non,3,2,4,2,5,5,5,5,5,4,5,4,Non,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas
1616,2825,Un homme,De 65 à 74 ans,Oui,Français,Non,5,5,5,5,4,3,3,3,4,4,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1617,2826,Une femme,De 25 à 34 ans,Oui,Anglais,Non,4,3,3,3,5,5,5,5,4,2,5,1,Non,Non,Non,Oui,Non,Non,Non,Non,Oui
1618,2828,Un homme,De 25 à 34 ans,Oui,Anglais,Non,5,5,5,5,5,5,5,5,5,1,4,3,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui
1619,2829,Une femme,75 ans ou plus,Oui,Français,Non,5,5,5,5,2,2,3,2,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1620,2830,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1621,2831,Une femme,De 35 à 44 ans,Non,Anglais,Non,3,3,3,4,4,4,4,4,4,2,4,2,Non,Non,Je ne sais pas,Non,Non,Non,Je ne sais pas,Je ne sais pas,Non
1622,2839,Un homme,De 55 à 64 ans,Non,Français,Non,5,5,5,4,5,5,5,5,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1623,2872,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,5,5,5,2,2,2,1,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
1624,2873,Un homme,De 25 à 34 ans,Oui,Anglais,Non,1,1,1,1,5,5,5,5,2,4,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1625,2874,Un homme,De 35 à 44 ans,Oui,Français,Non,5,5,5,4,5,5,5,4,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1626,2875,Un homme,De 45 à 54 ans,Non,Berbère,Oui,4,4,4,4,2,2,3,2,4,5,3,8,Non,Oui,Non,Non,Non,Non,Non,Non,Non
1627,2876,Une femme,De 35 à 44 ans,Oui,Français,Non,5,5,5,4,2,2,2,2,4,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1628,2877,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,2,2,3,3,2,1,5,4,Non,Oui,Non,Non,Non,Non,Oui,Non,Non
1629,2878,Un homme,De 35 à 44 ans,Non,Polonais,Non,5,5,5,5,5,5,5,5,5,5,1,2,Non,Non,Non,Non,Non,Oui,Non,Non,Non
1630,2879,Un homme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1631,2880,Un homme,De 45 à 54 ans,Oui,Français,Non,5,5,5,5,5,5,5,5,5,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1632,2881,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,3,3,3,4,5,5,5,4,Non,Oui,Oui,Non,Non,Non,Non,Non,Non
1633,2884,Un homme,De 55 à 64 ans,Non,Français,Oui,5,5,5,5,2,2,3,3,5,5,3,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1634,2886,Une femme,De 35 à 44 ans,Non,Anglais,Oui,2,2,2,2,5,5,5,5,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1636,2888,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,3,3,3,2,5,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1637,2890,Une femme,De 18 à 24 ans,Oui,Anglais,Oui,3,2,2,2,5,5,5,5,2,2,4,1,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui
1638,2891,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,4,5,4,5,4,5,3,Non,Non,Non,Non,Non,Non,Oui,Non,Non
1639,2905,Un homme,De 18 à 24 ans,Oui,Français,Non,5,5,5,4,4,4,4,4,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1640,2906,Une femme,De 18 à 24 ans,Oui,Français,Non,5,5,5,5,4,4,4,4,5,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1641,2907,Une femme,De 18 à 24 ans,Non,Anglais,Non,3,3,3,3,4,4,4,4,1,2,4,2,Non,Non,Non,Je ne sais pas,Non,Non,Non,Non,Non
1642,2908,Un homme,De 55 à 64 ans,Non,Espagnol,Oui,4,4,5,5,3,3,5,3,2,5,3,3,Non,Oui,Oui,Oui,Non,Non,Oui,Non,Oui
1643,2909,Un homme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,5,4,2,Non,Oui,Non,Non,Non,Non,Non,Non,Non
1644,2910,Un homme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,5,5,5,2,1,2,3,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Oui
1645,2911,Un homme,De 25 à 34 ans,Non,Arabe,Non,5,5,5,5,5,5,5,5,5,5,3,1,Non,Oui,Non,Non,Non,Non,Oui,Non,Non
1646,2913,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,5,4,4,4,5,5,4,2,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui
1647,2914,Un homme,De 45 à 54 ans,Non,Arabe,Oui,5,4,5,4,4,3,4,4,5,4,4,3,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui
1648,2915,Un homme,De 18 à 24 ans,Non,Créole,Oui,5,5,5,4,4,3,4,3,4,5,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1649,2916,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,3,2,3,2,5,5,5,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1650,2917,Une femme,De 18 à 24 ans,Non,Berbère,Oui,5,5,5,5,5,5,5,4,5,5,1,2,Non,Non,Non,Non,Non,Non,Oui,Non,Non
1652,2919,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,4,5,5,4,3,Oui,Non,Non,Non,Non,Non,Non,Non,Non
1653,2920,Une femme,De 25 à 34 ans,Non,Créole,Oui,5,4,5,4,2,1,2,2,4,5,4,2,Non,Oui,Oui,Oui,Je ne sais pas,Non,Oui,Oui,Oui
1654,2921,Une femme,De 25 à 34 ans,Non,Portugais,Non,2,2,2,2,5,5,5,4,4,2,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1655,2922,Un homme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,5,5,5,3,5,4,4,1,Non,Non,Je ne sais pas,Non,Non,Non,Je ne sais pas,Non,Non
1656,2923,Une femme,De 18 à 24 ans,Non,Espagnol,Oui,5,5,5,5,5,4,5,4,5,4,4,2,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui
1657,2924,Un homme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,3,3,3,3,4,5,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1658,2925,Un homme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,2,2,3,2,4,2,4,2,Non,Non,Oui,Non,Non,Non,Non,Non,Non
1659,2926,Une femme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,3,5,3,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Je ne sais pas
1660,2927,Une femme,De 18 à 24 ans,Oui,Français,Oui,5,5,5,5,5,4,3,4,5,1,5,2,Je ne sais pas,Oui,Oui,Oui,Oui,Oui,Je ne sais pas,Oui,Non
1661,2928,Un homme,De 25 à 34 ans,Non,Arabe,Non,5,5,5,5,3,3,3,3,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1662,2929,Une femme,De 18 à 24 ans,Non,Français,Oui,5,5,5,5,5,4,5,3,2,4,5,2,Non,Non,Non,Je ne sais pas,Non,Non,Non,Non,Oui
1663,2930,Une femme,De 25 à 34 ans,Non,Roumain,Non,5,5,5,5,5,5,5,5,4,4,2,1,Oui,Non,Non,Non,Non,Non,Oui,Non,Non
1664,2931,Une femme,De 18 à 24 ans,Non,Français,Non,5,5,5,4,4,3,3,3,5,5,4,1,Oui,Non,Non,Non,Non,Non,Oui,Non,Non
1666,2933,Un homme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,3,2,3,2,5,2,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1667,2934,Un homme,De 35 à 44 ans,Non,Français,Oui,5,5,5,5,3,3,3,4,3,4,3,3,Non,Oui,Non,Non,Non,Non,Non,Non,Non
1668,2935,Une femme,De 45 à 54 ans,Non,Français,Oui,5,5,5,5,2,3,2,4,1,1,4,2,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Non
1669,2936,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,4,4,4,4,2,4,5,3,Non,Non,Non,Je ne sais pas,Je ne sais pas,Non,Non,Non,Je ne sais pas
1671,2939,Un homme,De 35 à 44 ans,Non,Anglais,Oui,3,3,3,1,4,4,4,3,3,2,4,3,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui
1672,2940,Un homme,De 18 à 24 ans,Oui,Français,Oui,5,5,5,5,5,5,5,5,5,5,4,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1673,2941,Une femme,De 25 à 34 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,5,4,1,Non,Non,Non,Non,Non,Oui,Non,Non,Non
1674,2942,Une femme,De 45 à 54 ans,Oui,Anglais,Non,5,4,4,4,5,5,5,5,4,2,2,1,Je ne sais pas,Oui,Non,Oui,Non,Non,Oui,Non,Oui
1675,2943,Un homme,De 35 à 44 ans,Non,Français,Non,5,5,5,5,4,4,4,4,4,4,4,2,Non,Non,Non,Non,Non,Non,Non,Non,Non
1676,2944,Une femme,De 45 à 54 ans,Non,Français,Non,5,5,5,5,5,5,5,5,5,5,5,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1677,2945,Une femme,De 18 à 24 ans,Non,Français,Non,5,5,5,5,4,4,4,3,5,5,4,1,Non,Non,Non,Non,Non,Non,Oui,Non,Non
1678,2946,Une femme,De 25 à 34 ans,Non,Anglais,Non,2,2,2,2,5,5,5,5,4,2,3,2,Non,Non,Non,Non,Non,Non,Non,Non,Oui
1679,2947,Un homme,De 55 à 64 ans,Non,Français,Oui,5,5,5,5,4,3,3,2,5,5,2,1,Non,Non,Non,Non,Non,Non,Non,Non,Non
1680,2948,Un homme,De 18 à 24 ans,Oui,Français,Non,5,2,4,3,4,4,3,5,4,5,3,2,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui
1681,2949,Un homme,De 35 à 44 ans,Non,Français,Oui,4,4,5,5,4,3,5,4,4,5,4,3,Non,Non,Non,Non,Non,Non,Non,Non,Non
1682,2950,Une femme,De 18 à 24 ans,Oui,Je préfère ne pas répondre,Non,5,5,5,5,5,3,4,4,4,5,2,2,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui
