"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"2006","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","57","","","","0"
"2006","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.0","","","","1"
"2006","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","116993","","","","0"
"2006","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","87.2","","","","1"
"2006","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","17100","","","","0"
"2006","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","12.7","","","","1"
"2006","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","55","","","","0"
"2006","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","0.0","","","","1"
"2006","Nova Scotia","2016A000212","Total, knowledge of official languages","Number","Number","223","units","0","v1043024530","4.1.1","903090","","","","0"
"2006","Nova Scotia","2016A000212","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024531","4.1.2","100.0","","","","1"
"2006","Nova Scotia","2016A000212","French only","Number","Number","223","units","0","v1043024532","4.2.1","1004","","","","0"
"2006","Nova Scotia","2016A000212","French only","Percentage","Percentage","242","units","0","v1043024533","4.2.2","0.1","","","","1"
"2006","Nova Scotia","2016A000212","English only","Number","Number","223","units","0","v1043024534","4.3.1","805690","","","","0"
"2006","Nova Scotia","2016A000212","English only","Percentage","Percentage","242","units","0","v1043024535","4.3.2","89.2","","","","1"
"2006","Nova Scotia","2016A000212","English and French","Number","Number","223","units","0","v1043024536","4.4.1","95011","","","","0"
"2006","Nova Scotia","2016A000212","English and French","Percentage","Percentage","242","units","0","v1043024537","4.4.2","10.5","","","","1"
"2006","Nova Scotia","2016A000212","Neither English nor French","Number","Number","223","units","0","v1043024538","4.5.1","1385","","","","0"
"2006","Nova Scotia","2016A000212","Neither English nor French","Percentage","Percentage","242","units","0","v1043024539","4.5.2","0.2","","","","1"
"2006","New Brunswick","2016A000213","Total, knowledge of official languages","Number","Number","223","units","0","v1043024540","5.1.1","719650","","","","0"
"2006","New Brunswick","2016A000213","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024541","5.1.2","100.0","","","","1"
"2006","New Brunswick","2016A000213","French only","Number","Number","223","units","0","v1043024542","5.2.1","73753","","","","0"
"2006","New Brunswick","2016A000213","French only","Percentage","Percentage","242","units","0","v1043024543","5.2.2","10.2","","","","1"
"2006","New Brunswick","2016A000213","English only","Number","Number","223","units","0","v1043024544","5.3.1","405045","","","","0"
"2006","New Brunswick","2016A000213","English only","Percentage","Percentage","242","units","0","v1043024545","5.3.2","56.3","","","","1"
"2006","New Brunswick","2016A000213","English and French","Number","Number","223","units","0","v1043024546","5.4.1","240086","","","","0"
"2006","New Brunswick","2016A000213","English and French","Percentage","Percentage","242","units","0","v1043024547","5.4.2","33.4","","","","1"
"2006","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","766","","","","0"
"2006","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.1","","","","1"
"2006","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","7435900","","","","0"
"2006","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"2006","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","4010881","","","","0"
"2006","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","53.9","","","","1"
"2006","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","336784","","","","0"
"2006","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","4.5","","","","1"
"2006","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","3017863","","","","0"
"2006","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","40.6","","","","1"
"2006","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","70375","","","","0"
"2006","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","0.9","","","","1"
"2006","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","12028895","","","","0"
"2006","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"2006","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","49209","","","","0"
"2006","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.4","","","","1"
"2006","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","10335702","","","","0"
"2006","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","85.9","","","","1"
"2006","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","1377329","","","","0"
"2006","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","11.5","","","","1"
"2006","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","266656","","","","0"
"2006","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","2.2","","","","1"
"2006","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","1133510","","","","0"
"2006","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"2006","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","1928","","","","0"
"2006","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.2","","","","1"
"2006","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","1017564","","","","0"
"2006","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","89.8","","","","1"
"2006","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","103523","","","","0"
"2006","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","9.1","","","","1"
"2006","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","10499","","","","0"
"2006","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","0.9","","","","1"
"2006","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","953855","","","","0"
"2006","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"2006","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","484","","","","0"
"2006","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.1","","","","1"
"2006","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","902652","","","","0"
"2006","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.6","","","","1"
"2006","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","47451","","","","0"
"2006","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","5.0","","","","1"
"2006","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","3262","","","","0"
"2006","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.3","","","","1"
"2006","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","3256360","","","","0"
"2006","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"2006","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","2199","","","","0"
"2006","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.1","","","","1"
"2006","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","2990804","","","","0"
"2006","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","91.8","","","","1"
"2006","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","222886","","","","0"
"2006","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","6.8","","","","1"
"2006","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","40467","","","","0"
